"","baseMean","log2FoldChange","lfcSE","pvalue","padj","GENENAME","SYMBOL","ENTREZID"
"ENSMUSG00000035785",1.9619374815702,-0.000288527923245541,0.0390518883353845,0.678996148876011,NA,"Cmtm2b","Cmtm2b","75502"
"ENSMUSG00000035790",329.403483164313,0.0073275332246778,0.0390813407385769,0.386645476843208,0.999631843368906,"Cep19","Cep19","66994"
"ENSMUSG00000035798",808.201758218596,-0.00783431867707776,0.0387608061899403,0.43783034878842,0.999631843368906,"Zdhhc17","Zdhhc17","320150"
"ENSMUSG00000035799",62.5764623718371,0.0016525704352371,0.0388666967284365,0.699277216855329,0.999631843368906,"Twist1","Twist1","22160"
"ENSMUSG00000035804",0,NA,NA,NA,NA,"Ins1","Ins1","16333"
"ENSMUSG00000035805",0,NA,NA,NA,NA,"Mlc1","Mlc1","170790"
"ENSMUSG00000035811",0,NA,NA,NA,NA,"Ugt2b35","Ugt2b35","243085"
"ENSMUSG00000035818",0.47720313054323,3.44043699819908e-05,0.0390550277590243,0.947543812994489,NA,"Plekhs1","Plekhs1","226245"
"ENSMUSG00000035824",2192.13934833464,-0.001803174485515,0.0371577647910018,0.872964192551054,0.999631843368906,"Tk2","Tk2","57813"
"ENSMUSG00000035828",1126.87104457376,0.00831069585004593,0.0398146281759902,0.142498102369112,0.994588423645846,"Pim3","Pim3","223775"
"ENSMUSG00000035829",303.300632067621,-0.00726291316996508,0.0394408745819287,0.283414712165991,0.999631843368906,"Ppp1r26","Ppp1r26","241289"
"ENSMUSG00000035831",0,NA,NA,NA,NA,"Krt25","Krt25","70810"
"ENSMUSG00000035834",132.755451468711,-0.000196460618705781,0.0388532232449446,0.974634971644812,0.999631843368906,"Polr3g","Polr3g","67486"
"ENSMUSG00000035835",12.377222940296,-0.000348257756261233,0.0390118123856121,0.854272498977701,0.999631843368906,"Plppr3","Plppr3","216152"
"ENSMUSG00000035836",0.223997825233536,-0.000140362428723484,0.0390564157504532,0.868983497055641,NA,"Ugt2b1","Ugt2b1","71773"
"ENSMUSG00000035840",793.94472130518,-0.0103268541620026,0.0395575220403091,0.311860206453382,0.999631843368906,"Lysmd3","Lysmd3","80289"
"ENSMUSG00000035842",113.378293374876,0.00104439624624889,0.0387064174374896,0.842710281369876,0.999631843368906,"Ddx11","Ddx11","320209"
"ENSMUSG00000035845",204.114412623268,-0.00057198383331356,0.038385711206739,0.931052558884281,0.999631843368906,"Alg12","Alg12","223774"
"ENSMUSG00000035847",1150.37082523595,-0.0214963138837846,0.0458069234590148,0.0775751521796207,0.920017791805397,"Ids","Ids","15931"
"ENSMUSG00000035849",25.8032959799874,0.000949013362348883,0.0389853165140272,0.718055013425353,0.999631843368906,"Krt222","Krt222","268481"
"ENSMUSG00000035851",1718.10119784453,-0.000495844541669864,0.0377627416801005,0.958037874302281,0.999631843368906,"Ythdc1","Ythdc1","231386"
"ENSMUSG00000035852",3.86302323272679,0.000173644336676752,0.0390440590793775,0.866406172070031,NA,"Misp","Misp","78906"
"ENSMUSG00000035860",0.838842134899363,0.000131393957520343,0.039054015744802,0.802463426191402,NA,"Cdhr3","Cdhr3","68764"
"ENSMUSG00000035861",5.78294406046331,-5.81696751766012e-05,0.0390331366534613,0.961567255278353,0.999631843368906,"Tmprss11b","Tmprss11b","319875"
"ENSMUSG00000035863",1132.40438291389,0.00298690397104909,0.0381380784281669,0.732732913040267,0.999631843368906,"Palm","Palm","18483"
"ENSMUSG00000035864",387.615949530122,0.0190509096188443,0.0447152046654268,0.0523293427785137,0.837807818169399,"Syt1","Syt1","20979"
"ENSMUSG00000035868",275.684351406738,0.000287916973280564,0.038334662098386,0.970047876758817,0.999631843368906,"Zfp983","Zfp983","73229"
"ENSMUSG00000035873",160.94508071261,0.00641393933537644,0.0392737478292907,0.318733633604368,0.999631843368906,"Pawr","Pawr","114774"
"ENSMUSG00000035875",6.14742937811123,-0.00233645858811841,0.0391491137899202,0.0280889449771851,0.709760824665172,"AI182371","AI182371","98870"
"ENSMUSG00000035877",2368.27026477836,0.00623194593799924,0.0381411691380428,0.577324069628925,0.999631843368906,"Zhx3","Zhx3","320799"
"ENSMUSG00000035878",86.1960289081839,-0.0105219257027793,0.0408695182666655,0.0358040406842305,0.769964625267545,"Hykk","Hykk","235386"
"ENSMUSG00000035885",2746.16017926664,-0.00161493582609157,0.038028767143255,0.798190430151777,0.999631843368906,"Cox8a","Cox8a","12868"
"ENSMUSG00000035890",456.126040313905,0.00792028114401847,0.0389767467923137,0.404305842103343,0.999631843368906,"Rnf126","Rnf126","70294"
"ENSMUSG00000035891",1866.99788010272,0.0222694091834503,0.0465199331872889,0.0645924110113874,0.889705059500052,"Cerk","Cerk","223753"
"ENSMUSG00000035896",0.120167146983648,-0.000120351692463089,0.0390562718720303,0.884237382041454,NA,"Rnase1","Rnase1","19752"
"ENSMUSG00000035898",970.249535861365,-0.00204475707133659,0.0377204844728405,0.835004523688247,0.999631843368906,"Uba6","Uba6","231380"
"ENSMUSG00000035900",473.641812755107,0.00418348367989252,0.0386477904361362,0.57436983495945,0.999631843368906,"Gramd4","Gramd4","223752"
"ENSMUSG00000035901",8338.29388630181,-0.0103842731227361,0.0371141162027514,0.486376756033309,0.999631843368906,"Dennd5a","Dennd5a","19347"
"ENSMUSG00000035910",3.83227899977907,0.0011514834356077,0.039065453051667,0.323121324503892,NA,"Dcdc2a","Dcdc2a","195208"
"ENSMUSG00000035914",93.4105277095893,0.000633105846281975,0.0387678005545411,0.896141498627123,0.999631843368906,"Cd276","Cd276","102657"
"ENSMUSG00000035916",4.01287753053368,0.0018627225299411,0.039115110880383,0.0284611133780131,NA,"Ptprq","Ptprq","237523"
"ENSMUSG00000035919",385.710556460289,-0.0139955601598188,0.0415257925721194,0.0659324814782043,0.89326980006307,"Bbs9","Bbs9","319845"
"ENSMUSG00000035923",0,NA,NA,NA,NA,"Myf6","Myf6","17878"
"ENSMUSG00000035929",1033.64129871356,0.0217626997954013,0.0468379788553498,0.0386707369473367,0.779305004144315,"H2-Q4","H2-Q4","15015"
"ENSMUSG00000035930",5.58150005781717,0.000795886433784157,0.0390545584639622,0.450370612842692,0.999631843368906,"Chst4","Chst4","26887"
"ENSMUSG00000035932",0.223997825233536,-0.000140362428723484,0.0390564157504532,0.868983497055641,NA,"Olfr750","Olfr750","404319"
"ENSMUSG00000035933",1253.58253914601,-0.00432373039692062,0.0375285585216888,0.705864622961565,0.999631843368906,"Cog5","Cog5","238123"
"ENSMUSG00000035934",68.1500076780621,0.000119441232334086,0.0388756288819344,0.976036320748883,0.999631843368906,"Pknox2","Pknox2","208076"
"ENSMUSG00000035936",571.902110195202,-0.00480602377224455,0.0382767930443076,0.603097768963334,0.999631843368906,"Aldh5a1","Aldh5a1","214579"
"ENSMUSG00000035941",1883.7230704212,0.00650293154676036,0.0375446909103253,0.601308118199727,0.999631843368906,"Ibtk","Ibtk","108837"
"ENSMUSG00000035944",573.998009258879,-0.0151982192164041,0.0423520514489031,0.0912270958996354,0.946662206836847,"Ttc38","Ttc38","239570"
"ENSMUSG00000035946",0,NA,NA,NA,NA,"Gsx2","Gsx2","14843"
"ENSMUSG00000035948",92.1496990375868,-0.00171008089495797,0.0389828318636574,0.593291677821943,0.999631843368906,"Acss3","Acss3","380660"
"ENSMUSG00000035949",1288.90141656862,0.00350288757707312,0.0375523362925569,0.747093167250988,0.999631843368906,"Fbxw2","Fbxw2","30050"
"ENSMUSG00000035951",2.44812101010304,-0.000176579010765502,0.0390488877778864,0.825396249982183,NA,"Ascl3","Ascl3","56787"
"ENSMUSG00000035953",576.019850395378,-0.0136073948490627,0.0416927817966811,0.0956213472476086,0.952387810186122,"Pip4p1","Pip4p1","219024"
"ENSMUSG00000035954",507.328445065996,-0.00684413431924062,0.0392499746427973,0.339770972967458,0.999631843368906,"Dock4","Dock4","238130"
"ENSMUSG00000035958",549.795487863662,-0.000876823760020561,0.0378371661200842,0.924902954983751,0.999631843368906,"Tdp2","Tdp2","56196"
"ENSMUSG00000035960",709.434633385895,0.00173175267283786,0.0375594857240339,0.835226873707433,0.999631843368906,"Apex1","Apex1","11792"
"ENSMUSG00000035963",0,NA,NA,NA,NA,"Odf3l2","Odf3l2","382384"
"ENSMUSG00000035964",246.549927604728,-0.000298988806999435,0.0384438766603691,0.961836900172936,0.999631843368906,"Tmem59l","Tmem59l","67937"
"ENSMUSG00000035967",719.886146961165,-0.00798388683610039,0.0388025287420217,0.425585891049892,0.999631843368906,"Ints6l","Ints6l","236790"
"ENSMUSG00000035969",816.616906164064,0.011567590792397,0.0401214296275179,0.278305211893649,0.999631843368906,"Rusc2","Rusc2","100213"
"ENSMUSG00000035984",22.7869181704943,-0.000330620396146296,0.0389891442337468,0.884560696194715,0.999631843368906,"Nme5","Nme5","75533"
"ENSMUSG00000035992",1680.01946663908,0.0102866951675389,0.0399167397533513,0.26455876073891,0.999631843368906,"Fnip1","Fnip1","216742"
"ENSMUSG00000036002",897.067458766479,-0.000498336589092373,0.0375912348796261,0.960359214496582,0.999631843368906,"Fam214b","Fam214b","230088"
"ENSMUSG00000036006",143.453157023207,-0.00432652746018224,0.0389815883614789,0.444987834810241,0.999631843368906,"Ripor2","Ripor2","193385"
"ENSMUSG00000036009",165.524790557579,-0.00220277480881882,0.038671185499406,0.712480420617746,0.999631843368906,"Mettl25","Mettl25","216292"
"ENSMUSG00000036013",0,NA,NA,NA,NA,"Fam122c","Fam122c","73866"
"ENSMUSG00000036019",90.5758452585353,0.00394480496801977,0.0391070442708685,0.364744909584245,0.999631843368906,"Tmtc2","Tmtc2","278279"
"ENSMUSG00000036022",127.381552186165,-0.00380717181778018,0.039040992509446,0.419541403383054,0.999631843368906,"Fam122b","Fam122b","78755"
"ENSMUSG00000036023",443.597722574998,-0.00586447305851572,0.0386839684069745,0.455138521089727,0.999631843368906,"Parp2","Parp2","11546"
