,recording,pos,animal,genotype,genotype_2,control,start,dt,end,angiotensin,potassium,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,burst_length_pos1,burst_n_pos1,burst_per_cell_per_sec_pos1,ISI_pos1,activity_pos2,freq_pos2,burst_length_pos2,burst_n_pos2,burst_per_cell_per_sec_pos2,ISI_pos2,activity_pos3,freq_pos3,burst_length_pos3,burst_n_pos3,burst_per_cell_per_sec_pos3,ISI_pos3,freq_exist,count,rel_activity,rel_intraburst_freq,rel_freq_pos1
32,220610_slice03_rec01_ctrl_dp_results.csv,3,5254,wt,wt_ctrl,y,9601.0,0.1,18000.0,500.0,4.0,0.0,0.0,14401.0,15601.0,0.26916666666666667,32.3,120.0,30.8,0.6485571101645069,23.0,38.74,1.2,0.00999999999999996,0.4666666666666666,0.8099119247408988,27.8,1.6,0.01333333333333328,28.36666666666667,0.3524999999999999,0.8970708526457183,34.06,1.4,0.011666666666666641,20.6,0.26916666666666667,0.6485571101645069,38.74,1.2,0.00999999999999996,30.8,1.0,8.0,1.2968460963687412,0.913170924186602,0.9409887798204455
33,230223_slice05_500pM_AngII_ctrl_results.ome.csv,1,114001,wt,wt_ctrl,y,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.5253968253968253,63.04761904761905,120.0,29.82857142857143,0.7573699544049703,27.928571428571427,36.964285714285715,1.4285714285714286,0.011904761904761859,0.5253968253968253,0.7573699544049703,36.964285714285715,1.4285714285714286,0.011904761904761859,29.82857142857143,,,,,,,,,,,,,1.0,21.0,0.8717500683625451,0.8799433709982649,0.8799433709982649
34,230223_slice05_500pM_AngII_ctrl_results.ome.csv,2,114001,wt,wt_ctrl,y,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,9250.0,10450.0,0.1722222222222222,20.666666666666668,120.0,57.2,0.6086875591622157,17.333333333333332,32.93333333333334,1.3333333333333333,0.011111111111111066,0.5253968253968253,0.7573699544049703,36.964285714285715,1.4285714285714286,0.011904761904761859,29.82857142857143,0.1722222222222222,0.6086875591622157,32.93333333333334,1.3333333333333333,0.011111111111111066,57.2,,,,,,,1.0,9.0,0.5554726167669528,0.7984852323059085,0.8799433709982649
35,230223_slice05_500pM_AngII_ctrl_results.ome.csv,3,114001,wt,wt_ctrl,y,10450.0,0.1,16450.0,500.0,4.0,0.0,0.0,15250.0,16450.0,0.03055555555555554,3.6666666666666665,120.0,,0.46225719203343985,17.0,39.2,1.0,0.0083333333333333,0.5253968253968253,0.7573699544049703,36.964285714285715,1.4285714285714286,0.011904761904761859,29.82857142857143,0.1722222222222222,0.6086875591622157,32.93333333333334,1.3333333333333333,0.011111111111111066,57.2,0.03055555555555554,0.46225719203343985,39.2,1.0,0.0083333333333333,,1.0,2.0,0.14721679112545044,0.650859917569956,0.8799433709982649
36,230224_slice02_500pM_AngII_ctrl_results.csv,1,114002,wt,wt_ctrl,y,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.7095833333333333,85.15,120.0,4.1000000000000005,0.8833507186793705,47.833333333333336,56.56666666666666,1.6666666666666667,0.013888888888888867,0.7095833333333333,0.8833507186793705,56.56666666666666,1.6666666666666667,0.013888888888888867,4.1000000000000005,,,,,,,,,,,,,1.0,20.0,1.1773564084157744,1.0263129724747952,1.0263129724747952
37,230224_slice02_500pM_AngII_ctrl_results.csv,2,114002,wt,wt_ctrl,y,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,9250.0,10450.0,0.3212499999999999,38.55,120.0,11.08,0.7578176820365675,19.4375,28.38125,1.625,0.013541666666666613,0.7095833333333333,0.8833507186793705,56.56666666666666,1.6666666666666667,0.013888888888888867,4.1000000000000005,0.3212499999999999,0.7578176820365675,28.38125,1.625,0.013541666666666613,11.08,,,,,,,1.0,13.0,1.036135614985453,0.9941163061051367,1.0263129724747952
38,230224_slice02_500pM_AngII_ctrl_results.csv,3,114002,wt,wt_ctrl,y,10450.0,0.1,16450.0,500.0,4.0,0.0,0.0,15250.0,16450.0,0.19499999999999998,23.4,120.0,8.75,0.6601158252963795,33.0,41.675,1.5,0.012499999999999976,0.7095833333333333,0.8833507186793705,56.56666666666666,1.6666666666666667,0.013888888888888867,4.1000000000000005,0.3212499999999999,0.7578176820365675,28.38125,1.625,0.013541666666666613,11.08,0.19499999999999998,0.6601158252963795,41.675,1.5,0.012499999999999976,8.75,1.0,8.0,0.9395107942733295,0.9294456398808058,1.0263129724747952
39,230224_slice03_500pM_AngII_ctrl_results.csv,1,114002,wt,wt_ctrl,y,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.7293333333333333,87.52,120.0,10.32,0.7916345864987133,32.0,42.15,1.5,0.01249999999999995,0.7293333333333333,0.7916345864987133,42.15,1.5,0.01249999999999995,10.32,,,,,,,,,,,,,1.0,25.0,1.2101260465595838,0.9197534211530426,0.9197534211530426
40,230224_slice03_500pM_AngII_ctrl_results.csv,2,114002,wt,wt_ctrl,y,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,9250.0,10450.0,0.24533333333333332,29.44,120.0,35.0375,0.6881456333787789,20.333333333333332,28.700000000000003,2.1666666666666665,0.018055555555555533,0.7293333333333333,0.7916345864987133,42.15,1.5,0.01249999999999995,10.32,0.24533333333333332,0.6881456333787789,28.700000000000003,2.1666666666666665,0.018055555555555533,35.0375,,,,,,,1.0,15.0,0.7912797018202787,0.9027194948505848,0.9197534211530426
41,230224_slice03_500pM_AngII_ctrl_results.csv,3,114002,wt,wt_ctrl,y,10450.0,0.1,16450.0,500.0,4.0,0.0,0.0,15250.0,16450.0,0.16266666666666665,19.52,120.0,14.200000000000001,0.6476491028320265,37.666666666666664,49.01666666666667,1.6666666666666667,0.013888888888888834,0.7293333333333333,0.7916345864987133,42.15,1.5,0.01249999999999995,10.32,0.24533333333333332,0.6881456333787789,28.700000000000003,2.1666666666666665,0.018055555555555533,35.0375,0.16266666666666665,0.6476491028320265,49.01666666666667,1.6666666666666667,0.013888888888888834,14.200000000000001,1.0,9.0,0.7837286625733073,0.9118924463440585,0.9197534211530426
