,bin,baseline_ca,pos,cell,recording,animal,ctrl
1541,-3.0,997.7089417997972,1,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1542,-2.0,980.9397517894722,1,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1543,-1.0,993.2629658366893,1,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1544,0.0,982.6569842453064,1,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1545,1.0,992.367233012539,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1546,2.0,1026.3319238741312,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1547,3.0,1050.3917506792334,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1548,4.0,1051.846293873228,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1549,5.0,1024.5838490774206,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1550,6.0,1028.9760576420429,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1551,7.0,1013.8019249299442,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1552,8.0,1000.6326008441897,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1553,9.0,1007.9953322859692,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1554,10.0,985.9288050146615,2,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1555,11.0,976.1076923718953,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1556,12.0,955.560788079204,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1557,13.0,952.5739953314024,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1558,14.0,953.4526480361401,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1559,15.0,948.1872206418209,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1560,16.0,932.7156096709346,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1561,17.0,931.1067417042588,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1562,18.0,913.7220254740329,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1563,19.0,926.7552518348714,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1564,20.0,915.6029664321709,3,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1565,21.0,918.3623225674116,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1566,22.0,937.0168935723005,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1567,23.0,938.3619996709633,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1568,24.0,932.634980189335,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1569,25.0,938.764496850098,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1570,26.0,930.7374573245789,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1571,27.0,932.005449129145,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1572,28.0,939.5256234705124,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1573,29.0,962.76955328452,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1574,30.0,,4,Mean15,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1575,-4.0,932.4822621169551,1,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1576,-3.0,930.5213342568791,1,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1577,-2.0,919.1063222927615,1,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1578,-1.0,921.1573337654524,1,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1579,0.0,915.2375806156103,1,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1580,1.0,918.4868264522287,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1581,2.0,941.903314392229,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1582,3.0,960.5009239382649,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1583,4.0,970.3284064497975,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1584,5.0,,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1585,6.0,1004.8764795829762,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1586,7.0,968.2439819970517,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1587,8.0,,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1588,9.0,969.1006351801788,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1589,10.0,929.5939996924775,2,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1590,11.0,923.1953261623074,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1591,12.0,898.0666923692249,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1592,13.0,,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1593,14.0,919.3142008968418,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1594,15.0,896.2757902682289,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1595,16.0,903.073661232293,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1596,17.0,869.6613867516511,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1597,18.0,957.3592758605093,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1598,19.0,958.1336661035028,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1599,20.0,910.0920072444676,3,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1600,21.0,945.3707169008643,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1601,22.0,955.9502586833847,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1602,23.0,960.9335172508777,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1603,24.0,972.7827342712526,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1604,25.0,962.8526065444634,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1605,26.0,965.3170107485867,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1606,27.0,976.0015677083505,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1607,28.0,984.1920579539992,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1608,29.0,987.8533378209828,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1609,30.0,987.2619040612253,4,Mean16,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1610,-4.0,788.5822500454856,1,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1611,-3.0,801.2060169267116,1,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1612,-2.0,780.3076702752775,1,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1613,-1.0,788.1805642396605,1,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1614,0.0,789.2789286431772,1,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1615,1.0,813.9392957006603,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1616,2.0,823.536689572314,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1617,3.0,826.3213500971027,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1618,4.0,886.3717691387552,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1619,5.0,824.1250898401933,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1620,6.0,851.839021725082,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1621,7.0,857.3726706608386,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1622,8.0,854.7847100077048,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1623,9.0,834.159732560747,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1624,10.0,813.8559723121764,2,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1625,11.0,821.679095706188,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1626,12.0,,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1627,13.0,816.0076451664147,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1628,14.0,809.8678804280429,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1629,15.0,789.8338801721586,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1630,16.0,779.6295347748967,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1631,17.0,779.2351018333572,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1632,18.0,776.4311700269293,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1633,19.0,777.4641052156537,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1634,20.0,782.7319377008406,3,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1635,21.0,779.4150891304864,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1636,22.0,792.3087743771458,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1637,23.0,,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1638,24.0,,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1639,25.0,,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1640,26.0,940.2260121779442,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1641,27.0,907.4286955343657,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1642,28.0,,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1643,29.0,986.7199140119195,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1644,30.0,974.8407372150023,4,Mean19,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1645,-4.0,791.9341397997396,1,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1646,-3.0,805.7157898504976,1,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1647,-2.0,809.252465645945,1,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1648,-1.0,830.9656282976844,1,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1649,0.0,841.4751059052895,1,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1650,1.0,865.8712820022736,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1651,2.0,,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1652,3.0,889.72036299634,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1653,4.0,912.9354122563942,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1654,5.0,887.8310730335783,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1655,6.0,887.4235854132761,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1656,7.0,,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1657,8.0,859.3360995318112,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1658,9.0,882.0662823931957,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1659,10.0,,2,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1660,11.0,877.5877928252121,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1661,12.0,887.5065205460469,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1662,13.0,838.5790463265421,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1663,14.0,861.5071227805184,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1664,15.0,845.5651210769953,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1665,16.0,859.5375646135042,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1666,17.0,,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1667,18.0,848.2303966207111,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1668,19.0,852.9020998656448,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1669,20.0,,3,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1670,21.0,854.0292309360242,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1671,22.0,832.6274485580191,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1672,23.0,,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1673,24.0,882.4928488644618,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1674,25.0,883.3862036103972,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1675,26.0,867.1381681047131,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1676,27.0,866.3036672285086,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1677,28.0,,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1678,29.0,,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1679,30.0,887.5916090194423,4,Mean2,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1680,-4.0,940.5124819986297,1,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1681,-3.0,933.7515458065749,1,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1682,-2.0,908.7131713729844,1,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1683,-1.0,929.4966866223324,1,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1684,0.0,922.426551437992,1,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1685,1.0,928.5034421925305,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1686,2.0,939.3196557478882,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1687,3.0,943.5251447257115,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1688,4.0,954.9061771405483,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1689,5.0,979.5169566145177,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1690,6.0,1000.8751273629077,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1691,7.0,970.3970347418766,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1692,8.0,943.4153127278378,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1693,9.0,938.5803675388182,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1694,10.0,919.3395842852777,2,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1695,11.0,924.8038460589972,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1696,12.0,945.4387441533909,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1697,13.0,919.9033033554025,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1698,14.0,923.6086911324229,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1699,15.0,937.7645695179848,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1700,16.0,934.9824653406907,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1701,17.0,928.863710279258,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1702,18.0,1007.7549373921647,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1703,19.0,999.029791453514,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1704,20.0,973.8133307306142,3,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1705,21.0,982.9650993051315,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1706,22.0,,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1707,23.0,,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1708,24.0,,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1709,25.0,,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1710,26.0,1093.4896848093592,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1711,27.0,1095.4350951959627,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1712,28.0,1084.3063238366724,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1713,29.0,1069.4115447408874,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1714,30.0,1063.173419014372,4,Mean20,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1715,-4.0,972.5304420921491,1,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1716,-3.0,973.8787609492714,1,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1717,-2.0,977.3052456371738,1,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1718,-1.0,972.5152721293225,1,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1719,0.0,969.532420540815,1,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1720,1.0,987.1367203263331,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1721,2.0,,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1722,3.0,999.2533558210658,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1723,4.0,997.4476948588733,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1724,5.0,,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1725,6.0,,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1726,7.0,,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1727,8.0,,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1728,9.0,,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1729,10.0,,2,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1730,11.0,,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1731,12.0,,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1732,13.0,950.2146604850608,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1733,14.0,961.1477294780905,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1734,15.0,951.3705458867298,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1735,16.0,961.1526742059997,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1736,17.0,984.9297962916802,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1737,18.0,976.8740075515344,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1738,19.0,1001.2259224850225,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1739,20.0,998.9811497721856,3,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1740,21.0,961.8731610176592,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1741,22.0,998.5898250935038,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1742,23.0,1039.9637951258737,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1743,24.0,1046.7419073564429,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1744,25.0,1034.5897809762982,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1745,26.0,1022.0948945586962,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1746,27.0,1011.1210237252317,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1747,28.0,1006.5435010462265,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1748,29.0,1004.687147839601,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1749,30.0,1002.6222314559948,4,Mean21,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1750,-4.0,1100.083989185705,1,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1751,-3.0,1105.0171859692578,1,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1752,-2.0,1107.5397588941496,1,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1753,-1.0,1113.321453714857,1,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1754,0.0,1109.6515759204042,1,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1755,1.0,1122.1681334626755,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1756,2.0,1137.5002207203538,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1757,3.0,1280.1912047628302,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1758,4.0,1432.2230860626519,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1759,5.0,1378.7231702696781,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1760,6.0,1392.1128872072998,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1761,7.0,1408.0012245396515,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1762,8.0,1432.030480177843,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1763,9.0,1401.8295472242687,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1764,10.0,1325.2938686447221,2,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1765,11.0,1268.040403283252,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1766,12.0,,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1767,13.0,1335.585773768928,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1768,14.0,1313.9065919035304,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1769,15.0,1313.3374135922281,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1770,16.0,1328.41571471017,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1771,17.0,1318.2351218740025,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1772,18.0,1328.0445842841707,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1773,19.0,1325.689431718857,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1774,20.0,1283.6536229355347,3,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1775,21.0,1301.553879029932,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1776,22.0,1320.468513419327,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1777,23.0,1358.102225656778,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1778,24.0,1380.350965624849,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1779,25.0,1386.0204083045135,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1780,26.0,1376.9535656691219,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1781,27.0,1346.5228431628955,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1782,28.0,1314.5807508421792,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1783,29.0,1297.189094433623,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1784,30.0,1299.04600309031,4,Mean22,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1785,-4.0,1078.0953676184602,1,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1786,-3.0,1095.8539860635904,1,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1787,-2.0,1074.2086054973784,1,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1788,-1.0,1108.6409630412288,1,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1789,0.0,1109.049438457924,1,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1790,1.0,1147.6164202795567,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1791,2.0,1168.7170597978118,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1792,3.0,1294.163168073114,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1793,4.0,1131.451609449497,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1794,5.0,1116.5863442631314,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1795,6.0,1174.4526849180177,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1796,7.0,1111.8167087783088,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1797,8.0,1118.2233960580893,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1798,9.0,1129.7730266536662,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1799,10.0,1154.181813386331,2,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1800,11.0,1164.6930250455325,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1801,12.0,1152.6149892501533,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1802,13.0,1136.207095865928,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1803,14.0,1130.8221911609558,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1804,15.0,1097.501811839002,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1805,16.0,1089.6797337497208,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1806,17.0,1072.8874996608945,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1807,18.0,1078.125556771681,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1808,19.0,1058.7282394508823,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1809,20.0,1057.5187609078755,3,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1810,21.0,1056.654031937872,4,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
1811,22.0,1071.337103393575,4,Mean23,230224_slice01_ttap2_isra_ctrl_results.csv,114002,y
