"","baseMean","log2FoldChange","lfcSE","pvalue","padj","GENENAME","SYMBOL","ENTREZID"
"ENSMUSG00000000001",6199.66573648703,0.290552282842979,0.0581685481728155,4.07232266343778e-08,9.58896243150816e-05,"Gnai3","Gnai3","14679"
"ENSMUSG00000000003",0,NA,NA,NA,NA,"Pbsn","Pbsn","54192"
"ENSMUSG00000000028",135.410048737769,0.0231910373135555,0.069728017409507,0.10418821082836,0.564403808328188,"Cdc45","Cdc45","12544"
"ENSMUSG00000000037",26.0620825262913,-0.00907117042391748,0.0655826777012909,0.288073928503474,0.786632802099957,"Scml2","Scml2","107815"
"ENSMUSG00000000049",1.7279768962965,0.0032749105479817,0.0652967150897396,0.190426269457228,NA,"Apoh","Apoh","11818"
"ENSMUSG00000000056",478.462426557345,0.0188275250116091,0.0665012219739497,0.288215662508463,0.786705838852557,"Narf","Narf","67608"
"ENSMUSG00000000058",799.679495943218,0.0052495393141827,0.0606945745750232,0.857196855268121,0.982180612145813,"Cav2","Cav2","12390"
"ENSMUSG00000000078",1701.80763643944,0.0107981730105618,0.0566651278792967,0.697166000349932,0.950289119453207,"Klf6","Klf6","23849"
"ENSMUSG00000000085",272.165755844359,0.0101181464276031,0.0639943303450289,0.545942685379897,0.90687683843027,"Scmh1","Scmh1","29871"
"ENSMUSG00000000088",1271.18106282501,0.0285415586026629,0.0670437334813131,0.272005599897855,0.77401677077576,"Cox5a","Cox5a","12858"
"ENSMUSG00000000093",428.825977203519,0.00728942255188108,0.0590397996738114,0.778765744560115,0.968549848031303,"Tbx2","Tbx2","21385"
"ENSMUSG00000000094",3.50700790963177,-0.000341607717979503,0.0649269396857401,0.952021491216732,NA,"Tbx4","Tbx4","21387"
"ENSMUSG00000000103",0,NA,NA,NA,NA,"Zfy2","Zfy2","22768"
"ENSMUSG00000000120",102.214096980336,-0.00240810565199476,0.063948138914947,0.849908691232423,0.981736281496085,"Ngfr","Ngfr","18053"
"ENSMUSG00000000125",0.375235734708114,0.000433405985481789,0.0651992320547431,0.853150657434729,NA,"Wnt3","Wnt3","22415"
"ENSMUSG00000000126",34.5609263142294,-0.00403677349316048,0.0636905711775178,0.783114748073149,0.968843438393156,"Wnt9a","Wnt9a","216795"
"ENSMUSG00000000127",513.981745296506,-0.00151547889914393,0.0564278286580512,0.962334185415145,0.99711073898997,"Fer","Fer","14158"
"ENSMUSG00000000131",1987.76488925692,-0.000958759700078492,0.0485932492969609,0.965498776824554,0.99711073898997,"Xpo6","Xpo6","74204"
"ENSMUSG00000000134",777.189194557649,-0.00276953641563466,0.0542047987739438,0.92972576318719,0.992081748080106,"Tfe3","Tfe3","209446"
"ENSMUSG00000000142",1179.72596032448,0.0393510514876864,0.0744805797640866,0.142714172913355,0.628544913478181,"Axin2","Axin2","12006"
"ENSMUSG00000000148",491.122131782506,0.0108606670509184,0.0583930878929005,0.694884967750189,0.949594148850236,"Brat1","Brat1","231841"
"ENSMUSG00000000149",3862.54943579019,-0.0295249832935641,0.051360491868034,0.385300100554026,0.832979314556585,"Gna12","Gna12","14673"
"ENSMUSG00000000154",52.4615354230749,0.0155171228952457,0.0664073170812465,0.257934571041652,0.763962184418545,"Slc22a18","Slc22a18","18400"
"ENSMUSG00000000157",0.0865046316814872,-0.000642287286002699,0.0652209367690231,0.931457257955444,NA,"Itgb2l","Itgb2l","16415"
"ENSMUSG00000000159",0.395699120995741,-0.0008033706653192,0.0652167982478653,0.850249034224167,NA,"Igsf5","Igsf5","72058"
"ENSMUSG00000000167",26.7762582523376,-0.00817438391848569,0.0641516120344206,0.579857548368106,0.91685029684491,"Pih1d2","Pih1d2","72614"
"ENSMUSG00000000168",1473.22995041249,-0.0068110714675098,0.051163733563123,0.914091482045811,0.990227404965804,"Dlat","Dlat","235339"
"ENSMUSG00000000171",2079.34707548468,-0.000980391255051348,0.0573556199358333,0.837595112446534,0.979905638301316,"Sdhd","Sdhd","66925"
"ENSMUSG00000000182",0.0865046316814872,-0.000642287286002699,0.0652209367690231,0.931457257955444,NA,"Fgf23","Fgf23","64654"
"ENSMUSG00000000183",0,NA,NA,NA,NA,"Fgf6","Fgf6","14177"
"ENSMUSG00000000184",10398.8096774055,0.0487172412228161,0.0657931487096684,0.166208715034815,0.663145079359465,"Ccnd2","Ccnd2","12444"
"ENSMUSG00000000194",2061.59808707028,0.00285103710314367,0.0544370311606277,0.936998565432446,0.993072795217843,"Gpr107","Gpr107","277463"
"ENSMUSG00000000197",270.097624495149,-0.00543636639079249,0.0631388119179758,0.745877254712002,0.961737141057878,"Nalcn","Nalcn","338370"
"ENSMUSG00000000202",0.0932475438104602,-0.000654758364441561,0.0652211174706221,0.931457257955444,NA,"Btbd17","Btbd17","72014"
"ENSMUSG00000000204",2.32856101897027,0.00286316485899184,0.0651327622729953,0.556850488856852,NA,"Slfn4","Slfn4","20558"
"ENSMUSG00000000214",3370.07881167612,0.0198372496308348,0.0673028109718475,0.233709602708341,0.739511095940038,"Th","Th","21823"
"ENSMUSG00000000215",0,NA,NA,NA,NA,"Ins2","Ins2","16334"
"ENSMUSG00000000216",0,NA,NA,NA,NA,"Scnn1g","Scnn1g","20278"
"ENSMUSG00000000223",22.2717752877734,-0.00433617250993075,0.0648550959181501,0.611101575973526,0.926138472722437,"Drp2","Drp2","13497"
"ENSMUSG00000000244",30.7564299842349,-0.00236534069354868,0.0631612998352427,0.880830776779657,0.985158600763147,"Tspan32","Tspan32","27027"
"ENSMUSG00000000247",0.185808245992239,0.00013736398967604,0.0652111509142737,0.924563087460621,NA,"Lhx2","Lhx2","16870"
"ENSMUSG00000000248",0.346360004495599,0.000947041637159547,0.0652231057433225,0.697674681092824,NA,"Clec2g","Clec2g","70809"
"ENSMUSG00000000253",183.530307745175,-0.0194993806103576,0.0663205404907466,0.299380296463003,0.792490935165555,"Gmpr","Gmpr","66355"
"ENSMUSG00000000263",0,NA,NA,NA,NA,"Glra1","Glra1","14654"
"ENSMUSG00000000266",987.257522352056,-0.0190270328062429,0.0624107279672125,0.456445273975963,0.869831354317604,"Mid2","Mid2","23947"
"ENSMUSG00000000275",3867.66850566127,0.0623008252550878,0.0749976685237733,0.115181798351346,0.585618610501339,"Trim25","Trim25","217069"
"ENSMUSG00000000276",773.288198533652,0.01614363423035,0.0624699666453335,0.501441987755443,0.88798851880282,"Dgke","Dgke","56077"
"ENSMUSG00000000278",2971.647155426,0.00712977932018704,0.0621636857312963,0.582957254857311,0.91685029684491,"Scpep1","Scpep1","74617"
"ENSMUSG00000000282",325.129243241409,0.0251741922689019,0.0681837701606926,0.231172906392532,0.738042995143253,"Mnt","Mnt","17428"
"ENSMUSG00000000290",380.541015245164,-0.0363789805004415,0.0720373733376016,0.174952143215123,0.679045021797599,"Itgb2","Itgb2","16414"
"ENSMUSG00000000295",377.070158602728,-0.00968363741748784,0.0632682524126408,0.601034016037353,0.922578072422395,"Hddc2","Hddc2","69692"
"ENSMUSG00000000296",478.02540183393,-0.0762985331449656,0.074051639602851,0.0722836925288804,0.490737149470457,"Tpd52l1","Tpd52l1","21987"
"ENSMUSG00000000301",50.9969680695561,0.021366262429974,0.0677817788678916,0.2149818453915,0.723781572512363,"Pemt","Pemt","18618"
"ENSMUSG00000000303",5.71613023830805,-0.000276097667837525,0.065006218808726,0.956582933636144,NA,"Cdh1","Cdh1","12550"
"ENSMUSG00000000305",111.534857645452,0.0342766774588073,0.0750280470732686,0.0906233322558425,0.537943880642043,"Cdh4","Cdh4","12561"
"ENSMUSG00000000308",42.4252726791526,0.0116470613400699,0.0654308145790552,0.363339699470623,0.82224303605974,"Ckmt1","Ckmt1","12716"
"ENSMUSG00000000317",403.405194096238,-0.00482305625318006,0.0628119017202928,0.784451799744113,0.968843438393156,"Bcl6b","Bcl6b","12029"
"ENSMUSG00000000318",24.0469677146416,-0.00114682595120806,0.0642349129783517,0.916637573518528,0.990438476413588,"Clec10a","Clec10a","17312"
"ENSMUSG00000000320",51.8054452202833,-0.0143601518362823,0.0660864181402129,0.27987050728848,0.778042213099496,"Alox12","Alox12","11684"
"ENSMUSG00000000326",4242.94859910172,-0.0200711005704054,0.0641769959935528,0.362749166796095,0.822230131916287,"Comt","Comt","12846"
"ENSMUSG00000000339",552.420995887526,0.0157283368866476,0.0556802140686303,0.611380783594276,0.926138472722437,"Rtca","Rtca","66368"
"ENSMUSG00000000340",2096.52576971313,0.00428148786101811,0.0536949288301948,0.896119525248422,0.987625918769772,"Dbt","Dbt","13171"
"ENSMUSG00000000346",3525.22608955045,-0.0680633018134651,0.0582666419420367,0.0828806253505426,0.517655824470586,"Dazap2","Dazap2","23994"
"ENSMUSG00000000355",451.585397804148,0.0232183848321996,0.0627066126087225,0.399783182876722,0.842658043732384,"Mcts1","Mcts1","68995"
"ENSMUSG00000000359",190.86338656665,0.00417119476822183,0.0630049870002022,0.806375863040921,0.973286991632506,"Rem1","Rem1","19700"
"ENSMUSG00000000365",36.2799863358814,-0.011698732532884,0.0659407072402924,0.249343437776082,0.756111631015343,"Rnf17","Rnf17","30054"
"ENSMUSG00000000374",2034.85301255466,0.0353723204090489,0.0608243694669081,0.296236135415946,0.791492126626823,"Trappc10","Trappc10","216131"
"ENSMUSG00000000378",453.920851619296,-0.00367929876532535,0.0560752555932862,0.898915706191778,0.988036455047595,"Ccm2","Ccm2","216527"
"ENSMUSG00000000381",0,NA,NA,NA,NA,"Wap","Wap","22373"
"ENSMUSG00000000384",435.973402107355,0.0139791294205023,0.0612282320914658,0.580430558108208,0.91685029684491,"Tbrg4","Tbrg4","21379"
"ENSMUSG00000000385",1.24985990726438,-0.00140962625477949,0.0651733626884578,0.652651915617471,NA,"Tmprss2","Tmprss2","50528"
"ENSMUSG00000000386",28.2420167192492,0.0031943808087952,0.0643296507074587,0.776027895731162,0.967732948353528,"Mx1","Mx1","17857"
"ENSMUSG00000000392",73.4532920479614,-0.0388467319210185,0.0770635532921593,0.09798828283929,0.549138619576949,"Fap","Fap","14089"
"ENSMUSG00000000394",0,NA,NA,NA,NA,"Gcg","Gcg","14526"
"ENSMUSG00000000399",2131.06348840871,0.00451126185402013,0.0554440190373724,0.880570385846521,0.985158600763147,"Ndufa9","Ndufa9","66108"
"ENSMUSG00000000402",262.056586829106,-0.00256777826002221,0.0644916986448841,0.796614990337067,0.971118603192509,"Egfl6","Egfl6","54156"
"ENSMUSG00000000409",51.3575226832921,-0.00955048145667299,0.0647304702900547,0.483205856944768,0.881665655303571,"Lck","Lck","16818"
"ENSMUSG00000000411",0,NA,NA,NA,NA,"Tssk3","Tssk3","58864"
"ENSMUSG00000000416",1643.06673727509,0.0537948706982894,0.0878853797780119,0.0771178857197955,0.503389286606522,"Cttnbp2","Cttnbp2","30785"
"ENSMUSG00000000420",2690.75094560428,-0.00414799017945288,0.0487451230791813,0.873339795351997,0.98420952724418,"Galnt1","Galnt1","14423"
"ENSMUSG00000000435",0.373624847308795,-0.00056043778120877,0.0652151453986603,0.774657656044438,NA,"Myf5","Myf5","17877"
"ENSMUSG00000000439",968.662110311533,-0.000250703248559366,0.0610522214462986,0.991276946497598,0.999518565861016,"Mkrn2","Mkrn2","67027"
"ENSMUSG00000000440",78.2894683782587,0.0120847413488101,0.0662387556562296,0.187370723347437,0.696079935963314,"Pparg","Pparg","19016"
"ENSMUSG00000000441",2199.16003218547,0.0536140768288676,0.0516840401686585,0.146084046043291,0.632820478677087,"Raf1","Raf1","110157"
"ENSMUSG00000000486",29.9961864158512,-0.00601827666433586,0.0644282811227077,0.620938700510682,0.928712890198488,"Septin1","Septin1","54204"
"ENSMUSG00000000489",782.211380163495,0.00132266768647724,0.0576731804562465,0.960773042049195,0.99711073898997,"Pdgfb","Pdgfb","18591"
"ENSMUSG00000000530",565.450928992522,-0.0130233878042659,0.0609549799213506,0.595960981897998,0.921398200071669,"Acvrl1","Acvrl1","11482"
"ENSMUSG00000000531",326.600459176243,-0.0399909255684748,0.0820972511761221,0.0201610530249366,0.286948518336447,"Tamalin","Tamalin","56149"
"ENSMUSG00000000532",279.013892753535,-0.0235096223789761,0.0596028129543396,0.43919899235486,0.861447086490277,"Acvr1b","Acvr1b","11479"
"ENSMUSG00000000538",2532.50280592808,-0.0198378972066248,0.0548589411774662,0.532265809969335,0.901768960696338,"Tom1l2","Tom1l2","216810"
"ENSMUSG00000000544",6.30183307662029,2.24955009577795e-05,0.0649424325453359,0.997447848063013,NA,"Gpa33","Gpa33","59290"
"ENSMUSG00000000552",55.7234413723969,-0.0433703214274993,0.0806723645699078,0.0817652888249034,0.514853246573603,"Zfp385a","Zfp385a","29813"
"ENSMUSG00000000555",476.6769569224,-0.00876991574306855,0.0586417759081521,0.752930696809098,0.963412903471224,"Itga5","Itga5","16402"
"ENSMUSG00000000560",0.276586771153866,-0.000987465066456137,0.0652280816308883,0.661646213799109,NA,"Gabra2","Gabra2","14395"
"ENSMUSG00000000561",1434.60485341578,0.0362489968495692,0.068446977261631,0.223974865603382,0.733074210616577,"Wdr77","Wdr77","70465"
"ENSMUSG00000000562",7.42693565993513,0.00861872509490499,0.0656511650397794,0.242560083051217,NA,"Adora3","Adora3","11542"
"ENSMUSG00000000563",4100.12737601987,0.00430240985402096,0.0546743407433235,0.898222473228233,0.988036455047595,"Atp5pb","Atp5pb","11950"
"ENSMUSG00000000567",24.5158475792756,-0.0065038075325034,0.0649318717026654,0.509438746259454,0.891559868481265,"Sox9","Sox9","20682"
"ENSMUSG00000000568",450.352206630458,-0.0147379257210189,0.0646362563818903,0.423904327962155,0.854827340201159,"Hnrnpd","Hnrnpd","11991"
"ENSMUSG00000000579",141.153797840585,-0.0086452422876304,0.0598736117733578,0.723951632540955,0.957982305707125,"Dynlt1c","Dynlt1c","100040563"
"ENSMUSG00000000581",1051.73494116681,-0.0366940894084207,0.0673392705442791,0.188342934325467,0.698218046746313,"C1d","C1d","57316"
"ENSMUSG00000000594",7668.54624470142,-0.00377961874005835,0.0550996856605889,0.895167736916583,0.987395776188184,"Gm2a","Gm2a","14667"
"ENSMUSG00000000600",1268.81176813813,0.0225582565403864,0.0469136516370902,0.502117249941416,0.888444197171903,"Krit1","Krit1","79264"
"ENSMUSG00000000605",3399.77854798852,0.00922704282635135,0.0565270626505978,0.768603879165965,0.967354727889444,"Clcn4","Clcn4","12727"
"ENSMUSG00000000606",1.07076104937004,0.00136465093299667,0.0651698729316508,0.656554888204396,NA,"Vmn2r88","Vmn2r88","669149"
"ENSMUSG00000000617",0,NA,NA,NA,NA,"Grm6","Grm6","108072"
"ENSMUSG00000000627",14.8988693006124,-0.00531825062398626,0.0648066717314918,0.575878114616765,0.916383009117841,"Sema4f","Sema4f","20355"
"ENSMUSG00000000628",580.000320070067,-0.00613520858553475,0.065075069344354,0.475924690979881,0.877102013326866,"Hk2","Hk2","15277"
"ENSMUSG00000000631",2953.1398904687,-0.0191738674468254,0.0657207317769646,0.335937776154704,0.808953281321571,"Myo18a","Myo18a","360013"
"ENSMUSG00000000632",6.77887538144972,0.00829932025963144,0.0655336679863282,0.283139672657912,NA,"Sez6","Sez6","20370"
"ENSMUSG00000000673",8.45227958635822,-0.00764376166618875,0.0655639049248084,0.234688419564676,NA,"Haao","Haao","107766"
"ENSMUSG00000000682",176.513517839397,-0.0056206076174349,0.0576713147854146,0.836582947484734,0.979905638301316,"Cd52","Cd52","23833"
"ENSMUSG00000000686",195.453407111313,0.033591580959462,0.0733068596956028,0.130733488697015,0.611495260885237,"Abhd15","Abhd15","67477"
"ENSMUSG00000000690",521.379724784318,-0.0201068657927084,0.066291676199942,0.314641573070442,0.799468160249248,"Hoxb6","Hoxb6","15414"
"ENSMUSG00000000693",179.896557858334,-0.0522141565750419,0.0888142065245015,0.0600075106699686,0.453437851783556,"Loxl3","Loxl3","16950"
"ENSMUSG00000000701",0,NA,NA,NA,NA,"Tcl1b5","Tcl1b5","27382"
"ENSMUSG00000000706",0.918479305594499,-0.00212691991363311,0.0652346872211731,0.369384736657831,NA,"Btn1a1","Btn1a1","12231"
"ENSMUSG00000000708",2832.80905047458,-0.00934875418653147,0.0552691073466919,0.754213470901325,0.963754027323345,"Kat2b","Kat2b","18519"
"ENSMUSG00000000711",3598.1852778472,-0.0691291935861977,0.0435385432145698,0.0459044502122603,0.409347632144569,"Rab5b","Rab5b","19344"
"ENSMUSG00000000724",0,NA,NA,NA,NA,"Cryba1","Cryba1","12957"
"ENSMUSG00000000730",215.48609870121,-0.00256901439799262,0.0646580198138282,0.773331399186802,0.967732948353528,"Dnmt3l","Dnmt3l","54427"
"ENSMUSG00000000731",0.0728370954697524,-0.000613816564025221,0.0652205527909467,0.931457257955444,NA,"Aire","Aire","11634"
"ENSMUSG00000000732",504.532228372051,-0.00581597000521811,0.063310399630658,0.722829899311013,0.957615353703885,"Icosl","Icosl","50723"
"ENSMUSG00000000738",1771.11505662167,-0.0149910508112919,0.0581952965032579,0.583390295036234,0.91685029684491,"Spg7","Spg7","234847"
"ENSMUSG00000000739",116.008702771693,-0.0157717792547043,0.0663728566731256,0.265044062117766,0.769848377796011,"Sult5a1","Sult5a1","57429"
"ENSMUSG00000000740",9077.52378945286,0.0488991063618228,0.0478373739151058,0.184466975676633,0.692664697674996,"Rpl13","Rpl13","270106"
"ENSMUSG00000000743",1968.03556921521,-0.0557242969993614,0.0570645650700202,0.143589535079581,0.629519491346867,"Chmp1a","Chmp1a","234852"
"ENSMUSG00000000751",1499.54109595228,-0.017616916423967,0.0516356634350953,0.589437996996828,0.91878446934203,"Rpa1","Rpa1","68275"
"ENSMUSG00000000753",313.178386242995,-0.030408165211833,0.0722370812307659,0.120392020298556,0.596178921408343,"Serpinf1","Serpinf1","20317"
"ENSMUSG00000000759",855.019602605028,-0.00573794893501587,0.0546639445845011,0.856820916678642,0.982180612145813,"Tubgcp3","Tubgcp3","259279"
"ENSMUSG00000000766",1.28771634237513,0.00130082535344268,0.0651647136367859,0.680034614987925,NA,"Oprm1","Oprm1","18390"
"ENSMUSG00000000776",324.873258303308,0.0195416578278746,0.0585794917877885,0.499167632613167,0.887677494628989,"Polr3d","Polr3d","67065"
"ENSMUSG00000000782",707.655020778231,-0.00217159048738716,0.0616208382386699,0.920447187941571,0.990858613268562,"Tcf7","Tcf7","21414"
"ENSMUSG00000000787",16781.6146280376,0.0215712398142083,0.0659922660645266,0.495807339742789,0.887539939528157,"Ddx3x","Ddx3x","13205"
"ENSMUSG00000000791",7.86553883666804,-0.000857495987570535,0.0647820767198139,0.908843588235895,NA,"Il12rb1","Il12rb1","16161"
"ENSMUSG00000000792",1.32557590367789,-0.00108037595762192,0.0651654407475113,0.720931808582042,NA,"Slc5a5","Slc5a5","114479"
"ENSMUSG00000000794",83.8149817010987,0.00300855408380523,0.063509865732809,0.840532496370978,0.980841092651291,"Kcnn3","Kcnn3","140493"
"ENSMUSG00000000804",1894.22738070356,0.146183323532681,0.157658780758966,0.0171516566238921,0.268348399537483,"Usp32","Usp32","237898"
"ENSMUSG00000000805",2.66074690449468,0.00231207974631153,0.0651868518841223,0.51264069094955,NA,"Car4","Car4","12351"
"ENSMUSG00000000811",362.077689865594,-0.0388985544775759,0.0658407521082577,0.238963219562804,0.744940945715644,"Txnrd3","Txnrd3","232223"
"ENSMUSG00000000817",6.34213914648038,-0.0028675027814333,0.0649458242910529,0.672074182924264,NA,"Fasl","Fasl","14103"
"ENSMUSG00000000823",1087.16154467411,0.0856307126183807,0.110835761941504,0.0500686951721864,0.423575164905779,"Zfp512b","Zfp512b","269401"
"ENSMUSG00000000826",2781.31490346429,-0.00853975926499172,0.0491093463118113,0.793444254794893,0.971018367009199,"Dnajc5","Dnajc5","13002"
"ENSMUSG00000000827",2448.38398100361,-0.00419029833287281,0.0477674679458703,0.977255305309476,0.99711073898997,"Tpd52l2","Tpd52l2","66314"
"ENSMUSG00000000838",1306.61129176542,0.0339430600378182,0.055389231740055,0.33803449253061,0.810369149624822,"Fmr1","Fmr1","14265"
"ENSMUSG00000000861",51.3873853013602,0.739350928885524,0.280209302869141,0.000279610898904456,0.0350905204185323,"Bcl11a","Bcl11a","14025"
"ENSMUSG00000000869",0.243775107364289,-0.000227186155348863,0.0652095261288197,0.961754076571043,NA,"Il4","Il4","16189"
"ENSMUSG00000000876",648.833010495604,0.0156961518422497,0.0602349798735779,0.555528182031172,0.909606732308548,"Pxmp4","Pxmp4","59038"
"ENSMUSG00000000881",1670.9632581526,0.0141207646862016,0.0615615031929037,0.574461920866972,0.916337136503171,"Dlg3","Dlg3","53310"
"ENSMUSG00000000884",60.5304114651732,-0.0393854694992976,0.0793964664171434,0.0588266518235954,0.45046229645732,"Gnb1l","Gnb1l","13972"
"ENSMUSG00000000889",2981.51603292787,0.0028584449409493,0.0635470161401031,0.829753858617204,0.977956328901632,"Dbh","Dbh","13166"
"ENSMUSG00000000901",183.240763335092,-0.0565508856195796,0.0957494877837492,0.0409170161738609,0.391120165429166,"Mmp11","Mmp11","17385"
"ENSMUSG00000000902",1158.02120169361,-0.00643983046004707,0.0541426876657888,0.830344149974705,0.978254673339206,"Smarcb1","Smarcb1","20587"
"ENSMUSG00000000903",0.471675441931471,0.000734687397067838,0.0651999401394055,0.689439592904719,NA,"Vpreb3","Vpreb3","22364"
"ENSMUSG00000000915",461.733607646231,0.0247939355901052,0.0678144233076971,0.237113623868774,0.742901231131438,"Hip1r","Hip1r","29816"
"ENSMUSG00000000916",223.6217043281,0.00210814683953377,0.0583562440817241,0.936041392234022,0.992996597106497,"Nsun5","Nsun5","100609"
"ENSMUSG00000000934",419.29838964444,-0.00555290169104318,0.0647116217889978,0.591500090549896,0.919338344921191,"Top1mt","Top1mt","72960"
"ENSMUSG00000000938",0.472510047029133,-0.00018741670757904,0.065186967883174,0.965856194132969,NA,"Hoxa10","Hoxa10","15395"
"ENSMUSG00000000942",9.16026949787287,-0.00866088355051053,0.0655567788717055,0.285479437386051,NA,"Hoxa4","Hoxa4","15401"
"ENSMUSG00000000948",50.6880559411369,0.00106716797174293,0.0634713637748544,0.942422845335537,0.993599507710057,"Gm38393","Gm38393",NA
"ENSMUSG00000000957",1108.96525608494,-0.031129588827305,0.0650596645444306,0.300250789201773,0.793161003534809,"Mmp14","Mmp14","17387"
"ENSMUSG00000000958",57.7421559031582,-0.00846931998369778,0.0637491433453614,0.603842761627629,0.924484360080463,"Slc7a7","Slc7a7","20540"
"ENSMUSG00000000959",1378.36749857083,-0.0365741556481355,0.0656846326333702,0.254362811746827,0.759428380393446,"Oxa1l","Oxa1l","69089"
"ENSMUSG00000000976",524.519164330683,-0.000440712155433818,0.0470197641042635,0.987101349623528,0.998765871766898,"Heatr6","Heatr6","217026"
"ENSMUSG00000000982",8.07958616689849,0.000712046472527902,0.0647759845025318,0.92824553015958,NA,"Ccl3","Ccl3","20302"
"ENSMUSG00000000983",0.707153326571047,-0.000763960750781626,0.0651973774245788,0.722377595766285,NA,"Wfdc18","Wfdc18","14038"
"ENSMUSG00000001014",22.670814411521,0.0021316499367891,0.0646476497577412,0.812504705710317,0.97487229169858,"Icam4","Icam4","78369"
"ENSMUSG00000001016",1439.13771946425,0.0183104935446617,0.0510752843374565,0.580834994325269,0.91685029684491,"Ilf2","Ilf2","67781"
"ENSMUSG00000001017",2151.33841493831,0.006269875901164,0.0457185408581164,0.84873688948893,0.981736281496085,"Chtop","Chtop","66511"
"ENSMUSG00000001018",1352.83224581284,-0.146148981896771,0.0841526416632193,0.0078768148985387,0.19253225066878,"Snapin","Snapin","20615"
"ENSMUSG00000001020",44.5925945926805,0.0228061511887663,0.0674575977488035,0.25229832543462,0.758488770225377,"S100a4","S100a4","20198"
"ENSMUSG00000001021",0.326967814511377,-0.00101027596767073,0.0652288211320031,0.705583495935299,NA,"S100a3","S100a3","20197"
"ENSMUSG00000001023",0,NA,NA,NA,NA,"S100a5","S100a5","20199"
"ENSMUSG00000001025",374.798210538229,-0.0202717976088016,0.0639801889150556,0.404025949897074,0.845997373628995,"S100a6","S100a6","20200"
"ENSMUSG00000001027",7.13173229367065,0.00933863999197341,0.0661123386966456,0.0137345977614759,NA,"Scn4a","Scn4a","110880"
"ENSMUSG00000001029",300.253390554239,0.00966508580207517,0.0561607051813163,0.741013917341273,0.961009512904652,"Icam2","Icam2","15896"
"ENSMUSG00000001034",360.253769928879,-0.0121249801166709,0.0606460938298046,0.624960625063403,0.930987590975513,"Mapk7","Mapk7","23939"
"ENSMUSG00000001036",728.181427190954,-0.0352211408693421,0.0657862208233424,0.267320477350196,0.770614160520496,"Epn2","Epn2","13855"
"ENSMUSG00000001039",141.820144030479,0.000492966743361514,0.0620807513097418,0.980519247027281,0.99711073898997,"B9d1","B9d1","27078"
"ENSMUSG00000001052",733.865892985517,0.0308735543346289,0.0685670874163579,0.234642898662861,0.739640121744235,"Sec24b","Sec24b","99683"
"ENSMUSG00000001053",184.575554033819,0.0412107844849636,0.0710278745490927,0.185950693984834,0.693959764383493,"N4bp3","N4bp3","212706"
"ENSMUSG00000001054",779.774379133232,-0.0180403750489072,0.0494831840472131,0.585715722587341,0.917081461272429,"Rmnd5b","Rmnd5b","66089"
"ENSMUSG00000001056",592.640482390031,0.0288967912475085,0.0644874524904443,0.318929175807015,0.802887410369991,"Nhp2","Nhp2","52530"
"ENSMUSG00000001062",443.299344184962,0.00223678276014159,0.0587497015413443,0.935687110806499,0.992893758560479,"Vps9d1","Vps9d1","72325"
"ENSMUSG00000001065",558.093069705623,-0.0152048005535045,0.0550730125931312,0.621056305594488,0.92879046103937,"Zfp276","Zfp276","57247"
"ENSMUSG00000001076",0,NA,NA,NA,NA,"C1ql4","C1ql4","239659"
"ENSMUSG00000001082",341.18408786564,-0.0279306134789014,0.0648412129403622,0.313247988191389,0.798694744119824,"Mfsd10","Mfsd10","68294"
"ENSMUSG00000001089",1602.69514602085,0.168538656498865,0.0927365950483083,0.00536747091362502,0.155493603578012,"Luzp1","Luzp1","269593"
"ENSMUSG00000001095",0,NA,NA,NA,NA,"Slc13a2","Slc13a2","20500"
"ENSMUSG00000001098",2064.44656630887,-0.0165897942067318,0.0566930841878899,0.569904559794184,0.91444576844788,"Kctd10","Kctd10","330171"
"ENSMUSG00000001100",2679.08887542162,-0.0201669947974356,0.0500091698299644,0.550100170421402,0.908370508112657,"Poldip2","Poldip2","67811"
"ENSMUSG00000001103",0,NA,NA,NA,NA,"Sebox","Sebox","18292"
"ENSMUSG00000001105",815.188560662613,0.0256839811834489,0.0560314495085591,0.4341126663697,0.859816936324573,"Ift20","Ift20","55978"
"ENSMUSG00000001119",8405.15028281488,-0.0323068221468508,0.0635642346432082,0.284640175756337,0.782611486380273,"Col6a1","Col6a1","12833"
"ENSMUSG00000001120",323.856613957494,-7.77114908397756e-05,0.0590647544644661,0.997358015411195,0.999955685614924,"Pcbp3","Pcbp3","59093"
"ENSMUSG00000001123",459.910971971857,-0.0418475675426542,0.0661850824576141,0.209643441338788,0.72078122866349,"Lgals9","Lgals9","16859"
"ENSMUSG00000001127",1993.45767307894,-0.105440559988225,0.0732583320813513,0.0241176772016427,0.30891617724824,"Araf","Araf","11836"
"ENSMUSG00000001128",68.4785354494539,-0.0127867485658964,0.0652938929035544,0.380593063400827,0.832355851350911,"Cfp","Cfp","18636"
"ENSMUSG00000001131",344.373016204243,-0.0121598982337051,0.0648311184078434,0.450066544280658,0.868688047011586,"Timp1","Timp1","21857"
"ENSMUSG00000001134",240.495339449713,0.00288224702507329,0.060422710804947,0.900557023699233,0.988270119664696,"Uxt","Uxt","22294"
"ENSMUSG00000001138",690.52106802585,0.00396851564283632,0.0576775102256488,0.88599908647905,0.986318850017069,"Cnnm3","Cnnm3","94218"
"ENSMUSG00000001143",540.554607481309,0.0948012016626866,0.10021722525392,0.0425300814798709,0.397990826929492,"Lman2l","Lman2l","214895"
