,recording,pos,animal,genotype_2,control,genotype,start,dt,end,angiotensin,potassium,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,activity_pos2,freq_pos2,freq_exist,count,rel_activity,rel_intraburst_freq
71,230224_slice02_500pM_AngII_ctrl_results.csv,2,114002,wt_ctrl,y,wt,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,7750.0,8950.0,0.4270833333333333,51.25,120.0,15.3,0.717969800488481,40.666666666666664,70.36666666666667,1.0,0.0083333333333333,0.7095833333333333,0.8833507186793705,0.4270833333333333,0.717969800488481,1.0,14.0,0.9501974533718659,0.8725498697388991
72,230224_slice03_500pM_AngII_ctrl_results.csv,1,114002,wt_ctrl,y,wt,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.7293333333333333,87.52,120.0,10.32,0.7916345864987133,32.0,42.15,1.5,0.01249999999999995,0.7293333333333333,0.7916345864987133,,,1.0,25.0,1.1309497848737786,0.8788803391032038
73,230224_slice03_500pM_AngII_ctrl_results.csv,2,114002,wt_ctrl,y,wt,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,7750.0,8950.0,0.3053333333333333,36.64,120.0,10.566666666666666,0.7196349567769635,30.136363636363637,41.548484848484854,1.7272727272727273,0.014393939393939355,0.7293333333333333,0.7916345864987133,0.3053333333333333,0.7196349567769635,1.0,17.0,0.6793216525179544,0.8745735368926176
74,230227_slice01_500pM_AngII_ctrl_results.csv,1,6092,wt_ctrl,y,wt,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.533974358974359,64.07692307692308,120.0,12.55625,0.5697879586646146,13.25,30.95,1.5,0.012499999999999976,0.533974358974359,0.5697879586646146,,,1.0,38.0,0.8280139667415427,0.6325840771345489
75,230227_slice01_500pM_AngII_ctrl_results.csv,2,6092,wt_ctrl,y,wt,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,7750.0,8950.0,0.4470085470085469,53.64102564102564,120.0,27.607142857142858,0.7032930602734845,20.944444444444443,34.56111111111111,1.6666666666666667,0.013888888888888846,0.533974358974359,0.5697879586646146,0.4470085470085469,0.7032930602734845,1.0,31.0,0.9945281162996589,0.8547132034138336
76,230228_slice01_500pM_AngII_ctrl_results.csv,1,6223,wt_ctrl,y,wt,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.6780701754385964,81.36842105263158,120.0,48.82000000000001,0.8142073062117694,12.5,30.3,1.5,0.01249999999999995,0.6780701754385964,0.8142073062117694,,,1.0,19.0,1.0514579328724032,0.9039407898392386
77,230228_slice01_500pM_AngII_ctrl_results.csv,2,6223,wt_ctrl,y,wt,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,7750.0,8950.0,0.26666666666666666,32.0,120.0,9.766666666666667,0.6358531451387477,22.0,40.13333333333333,1.6666666666666667,0.013888888888888834,0.6780701754385964,0.8142073062117694,0.26666666666666666,0.6358531451387477,1.0,9.0,0.5932940196663358,0.7727533645376286
78,230302_slice03_500pM_AngII_ctrl_results.csv,1,6096,KO_ctrl,y,KO,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.8428571428571427,101.14285714285714,120.0,10.885714285714286,1.1218662777264106,30.47222222222222,29.819444444444443,2.3333333333333335,0.019444444444444424,0.8428571428571427,1.1218662777264106,,,1.0,14.0,0.6962847330627535,0.7937245018354742
79,230302_slice03_500pM_AngII_ctrl_results.csv,2,6096,KO_ctrl,y,KO,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,7750.0,8950.0,0.3904761904761905,46.857142857142854,120.0,18.793333333333337,1.076633219607112,28.0,26.630000000000003,2.6,0.02166666666666664,0.8428571428571427,1.1218662777264106,0.3904761904761905,1.076633219607112,1.0,7.0,0.4464199877938786,0.7933755782309753
80,230302_slice06_500pM_AngII_ctrl_results.csv,1,6093,wt_ctrl,y,wt,0.0,0.1,4450.0,500.0,4.0,0.0,0.0,3250.0,4450.0,0.47613636363636364,57.13636363636363,120.0,36.68888888888889,0.6838449793467304,30.2,39.8,1.6,0.01333333333333328,0.47613636363636364,0.6838449793467304,,,1.0,22.0,0.7383267614604142,0.7592112795380684
81,230302_slice06_500pM_AngII_ctrl_results.csv,2,6093,wt_ctrl,y,wt,4450.0,0.1,10450.0,500.0,4.0,0.0,0.0,7750.0,8950.0,0.5178030303030302,62.13636363636363,120.0,22.95,0.7523006254654889,29.5,45.099999999999994,1.25,0.010416666666666626,0.47613636363636364,0.6838449793467304,0.5178030303030302,0.7523006254654889,1.0,18.0,1.1520354046646035,0.9142721773364285
