,cell,recording,freq,genotype_2,pos,genotype_3
561,Mean26,230227_slice01_500pM_AngII_ctrl_results.csv,0.5425631431244153,wt_ctrl,2,wt_ctrl_2
562,Mean27,230227_slice01_500pM_AngII_ctrl_results.csv,0.6175115207373272,wt_ctrl,2,wt_ctrl_2
563,Mean3,230227_slice01_500pM_AngII_ctrl_results.csv,0.7828282828282829,wt_ctrl,2,wt_ctrl_2
564,Mean31,230227_slice01_500pM_AngII_ctrl_results.csv,0.7122507122507123,wt_ctrl,2,wt_ctrl_2
565,Mean32,230227_slice01_500pM_AngII_ctrl_results.csv,0.5786618444846292,wt_ctrl,2,wt_ctrl_2
566,Mean33,230227_slice01_500pM_AngII_ctrl_results.csv,0.665137614678899,wt_ctrl,2,wt_ctrl_2
567,Mean35,230227_slice01_500pM_AngII_ctrl_results.csv,0.4545454545454545,wt_ctrl,2,wt_ctrl_2
568,Mean36,230227_slice01_500pM_AngII_ctrl_results.csv,0.7529610829103215,wt_ctrl,2,wt_ctrl_2
569,Mean38,230227_slice01_500pM_AngII_ctrl_results.csv,1.1067580803134185,wt_ctrl,2,wt_ctrl_2
570,Mean39,230227_slice01_500pM_AngII_ctrl_results.csv,0.6762468300929839,wt_ctrl,2,wt_ctrl_2
571,Mean4,230227_slice01_500pM_AngII_ctrl_results.csv,0.6994818652849741,wt_ctrl,2,wt_ctrl_2
572,Mean40,230227_slice01_500pM_AngII_ctrl_results.csv,1.157718120805369,wt_ctrl,2,wt_ctrl_2
573,Mean41,230227_slice01_500pM_AngII_ctrl_results.csv,0.6603773584905661,wt_ctrl,2,wt_ctrl_2
574,Mean42,230227_slice01_500pM_AngII_ctrl_results.csv,1.1111111111111112,wt_ctrl,2,wt_ctrl_2
575,Mean6,230227_slice01_500pM_AngII_ctrl_results.csv,0.8228105154334662,wt_ctrl,2,wt_ctrl_2
576,Mean7,230227_slice01_500pM_AngII_ctrl_results.csv,0.8999158957106812,wt_ctrl,2,wt_ctrl_2
577,Mean8,230227_slice01_500pM_AngII_ctrl_results.csv,0.8006672226855712,wt_ctrl,2,wt_ctrl_2
578,Mean12,230228_slice01_500pM_AngII_ctrl_results.csv,0.4938271604938272,wt_ctrl,2,wt_ctrl_2
579,Mean14,230228_slice01_500pM_AngII_ctrl_results.csv,0.6769230769230768,wt_ctrl,2,wt_ctrl_2
580,Mean15,230228_slice01_500pM_AngII_ctrl_results.csv,0.4932777293663637,wt_ctrl,2,wt_ctrl_2
581,Mean2,230228_slice01_500pM_AngII_ctrl_results.csv,0.7852965747702588,wt_ctrl,2,wt_ctrl_2
582,Mean23,230228_slice01_500pM_AngII_ctrl_results.csv,0.6499999999999999,wt_ctrl,2,wt_ctrl_2
583,Mean3,230228_slice01_500pM_AngII_ctrl_results.csv,0.6604928822899128,wt_ctrl,2,wt_ctrl_2
584,Mean4,230228_slice01_500pM_AngII_ctrl_results.csv,0.6465155331654071,wt_ctrl,2,wt_ctrl_2
585,Mean5,230228_slice01_500pM_AngII_ctrl_results.csv,0.8297320656871218,wt_ctrl,2,wt_ctrl_2
586,Mean6,230228_slice01_500pM_AngII_ctrl_results.csv,0.4866132835527608,wt_ctrl,2,wt_ctrl_2
594,Mean10,230302_slice06_500pM_AngII_ctrl_results.csv,0.8501953244216566,wt_ctrl,2,wt_ctrl_2
595,Mean11,230302_slice06_500pM_AngII_ctrl_results.csv,0.8135593220338982,wt_ctrl,2,wt_ctrl_2
596,Mean12,230302_slice06_500pM_AngII_ctrl_results.csv,0.5325443786982248,wt_ctrl,2,wt_ctrl_2
597,Mean13,230302_slice06_500pM_AngII_ctrl_results.csv,0.6402683380353935,wt_ctrl,2,wt_ctrl_2
598,Mean14,230302_slice06_500pM_AngII_ctrl_results.csv,1.0,wt_ctrl,2,wt_ctrl_2
599,Mean15,230302_slice06_500pM_AngII_ctrl_results.csv,0.5481194585255643,wt_ctrl,2,wt_ctrl_2
600,Mean16,230302_slice06_500pM_AngII_ctrl_results.csv,1.09229466553768,wt_ctrl,2,wt_ctrl_2
601,Mean2,230302_slice06_500pM_AngII_ctrl_results.csv,0.5481283422459894,wt_ctrl,2,wt_ctrl_2
602,Mean20,230302_slice06_500pM_AngII_ctrl_results.csv,0.4174950298210735,wt_ctrl,2,wt_ctrl_2
603,Mean21,230302_slice06_500pM_AngII_ctrl_results.csv,0.5348047538200339,wt_ctrl,2,wt_ctrl_2
604,Mean22,230302_slice06_500pM_AngII_ctrl_results.csv,0.593103448275862,wt_ctrl,2,wt_ctrl_2
605,Mean23,230302_slice06_500pM_AngII_ctrl_results.csv,0.6301369863013698,wt_ctrl,2,wt_ctrl_2
606,Mean24,230302_slice06_500pM_AngII_ctrl_results.csv,0.935672514619883,wt_ctrl,2,wt_ctrl_2
607,Mean25,230302_slice06_500pM_AngII_ctrl_results.csv,0.8474576271186439,wt_ctrl,2,wt_ctrl_2
608,Mean4,230302_slice06_500pM_AngII_ctrl_results.csv,0.7179828702454815,wt_ctrl,2,wt_ctrl_2
609,Mean6,230302_slice06_500pM_AngII_ctrl_results.csv,0.4234527687296416,wt_ctrl,2,wt_ctrl_2
610,Mean8,230302_slice06_500pM_AngII_ctrl_results.csv,1.687552213868003,wt_ctrl,2,wt_ctrl_2
611,Mean9,230302_slice06_500pM_AngII_ctrl_results.csv,0.728643216080402,wt_ctrl,2,wt_ctrl_2
612,Mean1,220601_slice03_rec01_ctrl_dp_results.csv,0.8423913043478259,wt_ctrl,2,wt_ctrl_2
613,Mean10,220601_slice03_rec01_ctrl_dp_results.csv,1.2033195020746887,wt_ctrl,2,wt_ctrl_2
614,Mean14,220601_slice03_rec01_ctrl_dp_results.csv,0.849465811965812,wt_ctrl,2,wt_ctrl_2
615,Mean15,220601_slice03_rec01_ctrl_dp_results.csv,1.1111111111111112,wt_ctrl,2,wt_ctrl_2
616,Mean16,220601_slice03_rec01_ctrl_dp_results.csv,1.0957167832167831,wt_ctrl,2,wt_ctrl_2
617,Mean17,220601_slice03_rec01_ctrl_dp_results.csv,1.2033195020746887,wt_ctrl,2,wt_ctrl_2
618,Mean2,220601_slice03_rec01_ctrl_dp_results.csv,1.278419856006063,wt_ctrl,2,wt_ctrl_2
619,Mean4,220601_slice03_rec01_ctrl_dp_results.csv,1.056,wt_ctrl,2,wt_ctrl_2
620,Mean6,220601_slice03_rec01_ctrl_dp_results.csv,1.2907185346048533,wt_ctrl,2,wt_ctrl_2
621,Mean1,220603_slice03_rec01_ctrl_dp_results.csv,0.6146572104018911,wt_ctrl,2,wt_ctrl_2
622,Mean10,220603_slice03_rec01_ctrl_dp_results.csv,0.5872756933115824,wt_ctrl,2,wt_ctrl_2
623,Mean12,220603_slice03_rec01_ctrl_dp_results.csv,0.8531746031746031,wt_ctrl,2,wt_ctrl_2
624,Mean13,220603_slice03_rec01_ctrl_dp_results.csv,0.8028118709007078,wt_ctrl,2,wt_ctrl_2
625,Mean14,220603_slice03_rec01_ctrl_dp_results.csv,1.1148365465213743,wt_ctrl,2,wt_ctrl_2
626,Mean15,220603_slice03_rec01_ctrl_dp_results.csv,0.7136859781696053,wt_ctrl,2,wt_ctrl_2
627,Mean16,220603_slice03_rec01_ctrl_dp_results.csv,0.90599233915471,wt_ctrl,2,wt_ctrl_2
628,Mean17,220603_slice03_rec01_ctrl_dp_results.csv,0.5765199161425577,wt_ctrl,2,wt_ctrl_2
629,Mean18,220603_slice03_rec01_ctrl_dp_results.csv,0.8848502661572123,wt_ctrl,2,wt_ctrl_2
630,Mean20,220603_slice03_rec01_ctrl_dp_results.csv,0.7428828828828828,wt_ctrl,2,wt_ctrl_2
631,Mean21,220603_slice03_rec01_ctrl_dp_results.csv,0.5851619644723093,wt_ctrl,2,wt_ctrl_2
632,Mean22,220603_slice03_rec01_ctrl_dp_results.csv,0.8818196634478263,wt_ctrl,2,wt_ctrl_2
633,Mean23,220603_slice03_rec01_ctrl_dp_results.csv,0.9584923240748956,wt_ctrl,2,wt_ctrl_2
634,Mean24,220603_slice03_rec01_ctrl_dp_results.csv,0.7159904534606205,wt_ctrl,2,wt_ctrl_2
635,Mean25,220603_slice03_rec01_ctrl_dp_results.csv,1.101766190075694,wt_ctrl,2,wt_ctrl_2
636,Mean28,220603_slice03_rec01_ctrl_dp_results.csv,0.6295399515738498,wt_ctrl,2,wt_ctrl_2
637,Mean3,220603_slice03_rec01_ctrl_dp_results.csv,0.4761904761904761,wt_ctrl,2,wt_ctrl_2
638,Mean30,220603_slice03_rec01_ctrl_dp_results.csv,0.6473594548551959,wt_ctrl,2,wt_ctrl_2
639,Mean31,220603_slice03_rec01_ctrl_dp_results.csv,0.6435643564356436,wt_ctrl,2,wt_ctrl_2
640,Mean4,220603_slice03_rec01_ctrl_dp_results.csv,0.6542056074766355,wt_ctrl,2,wt_ctrl_2
641,Mean5,220603_slice03_rec01_ctrl_dp_results.csv,0.4850746268656716,wt_ctrl,2,wt_ctrl_2
642,Mean6,220603_slice03_rec01_ctrl_dp_results.csv,0.7608695652173914,wt_ctrl,2,wt_ctrl_2
643,Mean7,220603_slice03_rec01_ctrl_dp_results.csv,0.7261724659606656,wt_ctrl,2,wt_ctrl_2
644,Mean9,220603_slice03_rec01_ctrl_dp_results.csv,0.7293475325076204,wt_ctrl,2,wt_ctrl_2
645,Mean11,220607_slice03_rec01_ctrl_dp_results.csv,0.9660297239915072,wt_ctrl,2,wt_ctrl_2
646,Mean12,220607_slice03_rec01_ctrl_dp_results.csv,0.9462836858881484,wt_ctrl,2,wt_ctrl_2
647,Mean13,220607_slice03_rec01_ctrl_dp_results.csv,0.8357022234731213,wt_ctrl,2,wt_ctrl_2
648,Mean15,220607_slice03_rec01_ctrl_dp_results.csv,1.2334801762114536,wt_ctrl,2,wt_ctrl_2
649,Mean16,220607_slice03_rec01_ctrl_dp_results.csv,0.8147396889790398,wt_ctrl,2,wt_ctrl_2
650,Mean17,220607_slice03_rec01_ctrl_dp_results.csv,1.4737820444129812,wt_ctrl,2,wt_ctrl_2
651,Mean2,220607_slice03_rec01_ctrl_dp_results.csv,0.8387096774193549,wt_ctrl,2,wt_ctrl_2
652,Mean21,220607_slice03_rec01_ctrl_dp_results.csv,0.8648648648648649,wt_ctrl,2,wt_ctrl_2
653,Mean23,220607_slice03_rec01_ctrl_dp_results.csv,0.5996131528046422,wt_ctrl,2,wt_ctrl_2
654,Mean24,220607_slice03_rec01_ctrl_dp_results.csv,1.2394755003450657,wt_ctrl,2,wt_ctrl_2
655,Mean25,220607_slice03_rec01_ctrl_dp_results.csv,0.7334963325183375,wt_ctrl,2,wt_ctrl_2
656,Mean26,220607_slice03_rec01_ctrl_dp_results.csv,0.6214689265536723,wt_ctrl,2,wt_ctrl_2
657,Mean27,220607_slice03_rec01_ctrl_dp_results.csv,0.6122448979591837,wt_ctrl,2,wt_ctrl_2
658,Mean3,220607_slice03_rec01_ctrl_dp_results.csv,1.0472541507024264,wt_ctrl,2,wt_ctrl_2
659,Mean4,220607_slice03_rec01_ctrl_dp_results.csv,0.9268292682926828,wt_ctrl,2,wt_ctrl_2
660,Mean6,220607_slice03_rec01_ctrl_dp_results.csv,1.0544271659790545,wt_ctrl,2,wt_ctrl_2
661,Mean8,220607_slice03_rec01_ctrl_dp_results.csv,1.4718162839248432,wt_ctrl,2,wt_ctrl_2
662,Mean9,220607_slice03_rec01_ctrl_dp_results.csv,0.4592592592592593,wt_ctrl,2,wt_ctrl_2
663,Mean10,220610_slice03_rec01_ctrl_dp_results.csv,0.6010928961748633,wt_ctrl,2,wt_ctrl_2
664,Mean12,220610_slice03_rec01_ctrl_dp_results.csv,1.1128552971576229,wt_ctrl,2,wt_ctrl_2
665,Mean13,220610_slice03_rec01_ctrl_dp_results.csv,1.2134831460674158,wt_ctrl,2,wt_ctrl_2
666,Mean14,220610_slice03_rec01_ctrl_dp_results.csv,0.7024793388429752,wt_ctrl,2,wt_ctrl_2
667,Mean15,220610_slice03_rec01_ctrl_dp_results.csv,0.6783369803063457,wt_ctrl,2,wt_ctrl_2
668,Mean17,220610_slice03_rec01_ctrl_dp_results.csv,0.8156028368794326,wt_ctrl,2,wt_ctrl_2
669,Mean3,220610_slice03_rec01_ctrl_dp_results.csv,0.9797297297297296,wt_ctrl,2,wt_ctrl_2
670,Mean5,220610_slice03_rec01_ctrl_dp_results.csv,0.7407407407407407,wt_ctrl,2,wt_ctrl_2
671,Mean6,220610_slice03_rec01_ctrl_dp_results.csv,0.7861369399830938,wt_ctrl,2,wt_ctrl_2
672,Mean1,210324_s4r1_Results.csv,0.936289429994466,wt_ctrl,2,wt_ctrl_2
673,Mean10,210324_s4r1_Results.csv,0.7818253175396033,wt_ctrl,2,wt_ctrl_2
674,Mean12,210324_s4r1_Results.csv,1.1366589875361806,wt_ctrl,2,wt_ctrl_2
675,Mean14,210324_s4r1_Results.csv,0.8480207648749658,wt_ctrl,2,wt_ctrl_2
676,Mean15,210324_s4r1_Results.csv,0.8876811594202899,wt_ctrl,2,wt_ctrl_2
677,Mean2,210324_s4r1_Results.csv,0.5856255545696539,wt_ctrl,2,wt_ctrl_2
678,Mean4,210324_s4r1_Results.csv,0.5653021442495126,wt_ctrl,2,wt_ctrl_2
679,Mean1,210421_s3r1_Results.csv,0.625,wt_ctrl,2,wt_ctrl_2
680,Mean10,210421_s3r1_Results.csv,0.6389776357827476,wt_ctrl,2,wt_ctrl_2
681,Mean11,210421_s3r1_Results.csv,0.8776843266347247,wt_ctrl,2,wt_ctrl_2
682,Mean13,210421_s3r1_Results.csv,0.9644322845417236,wt_ctrl,2,wt_ctrl_2
683,Mean2,210421_s3r1_Results.csv,0.6280779554207025,wt_ctrl,2,wt_ctrl_2
684,Mean3,210421_s3r1_Results.csv,0.9527972027972028,wt_ctrl,2,wt_ctrl_2
685,Mean4,210421_s3r1_Results.csv,1.188118811881188,wt_ctrl,2,wt_ctrl_2
686,Mean5,210421_s3r1_Results.csv,0.7335907335907336,wt_ctrl,2,wt_ctrl_2
687,Mean6,210421_s3r1_Results.csv,0.872093023255814,wt_ctrl,2,wt_ctrl_2
688,Mean8,210421_s3r1_Results.csv,0.8632138114209827,wt_ctrl,2,wt_ctrl_2
689,Mean9,210421_s3r1_Results.csv,0.9062407181281144,wt_ctrl,2,wt_ctrl_2
690,Mean1,210421_s5r1_Results.csv,1.0357171749858427,wt_ctrl,2,wt_ctrl_2
691,Mean10,210421_s5r1_Results.csv,0.760645441991563,wt_ctrl,2,wt_ctrl_2
692,Mean11,210421_s5r1_Results.csv,1.0168067226890756,wt_ctrl,2,wt_ctrl_2
693,Mean14,210421_s5r1_Results.csv,0.7344150298889837,wt_ctrl,2,wt_ctrl_2
694,Mean15,210421_s5r1_Results.csv,1.068917018284107,wt_ctrl,2,wt_ctrl_2
695,Mean20,210421_s5r1_Results.csv,0.817885937086968,wt_ctrl,2,wt_ctrl_2
696,Mean4,210421_s5r1_Results.csv,0.6298785679078729,wt_ctrl,2,wt_ctrl_2
697,Mean6,210421_s5r1_Results.csv,0.6707317073170731,wt_ctrl,2,wt_ctrl_2
698,Mean9,210421_s5r1_Results.csv,0.7242063492063493,wt_ctrl,2,wt_ctrl_2
699,Mean1,210622_slice04_rec01_1_Results.csv,2.077960164891903,wt_ctrl,2,wt_ctrl_2
700,Mean15,210622_slice04_rec01_1_Results.csv,1.6154521510096576,wt_ctrl,2,wt_ctrl_2
701,Mean18,210622_slice04_rec01_1_Results.csv,1.6360601001669446,wt_ctrl,2,wt_ctrl_2
702,Mean2,210622_slice04_rec01_1_Results.csv,1.7097581317764805,wt_ctrl,2,wt_ctrl_2
703,Mean6,210622_slice04_rec01_1_Results.csv,1.9512195121951217,wt_ctrl,2,wt_ctrl_2
704,Mean8,210622_slice04_rec01_1_Results.csv,1.7688442211055275,wt_ctrl,2,wt_ctrl_2
705,Mean14,211214_slice04_rec01_ctrl_Results.csv,0.9568733153638814,wt_ctrl,2,wt_ctrl_2
706,Mean24,211214_slice04_rec01_ctrl_Results.csv,0.6152164249930923,wt_ctrl,2,wt_ctrl_2
707,Mean25,211214_slice04_rec01_ctrl_Results.csv,0.904836193447738,wt_ctrl,2,wt_ctrl_2
708,Mean4,211214_slice04_rec01_ctrl_Results.csv,0.5610561056105611,wt_ctrl,2,wt_ctrl_2
709,Mean42,211214_slice04_rec01_ctrl_Results.csv,0.3971631205673759,wt_ctrl,2,wt_ctrl_2
710,Mean43,211214_slice04_rec01_ctrl_Results.csv,0.7573815055090178,wt_ctrl,2,wt_ctrl_2
711,Mean8,211214_slice04_rec01_ctrl_Results.csv,1.158371040723982,wt_ctrl,2,wt_ctrl_2
712,Mean9,211214_slice04_rec01_ctrl_Results.csv,0.9682804674457428,wt_ctrl,2,wt_ctrl_2
721,Mean1,220217_slice01_rec01_ctrl_Results.csv,0.7929883138564273,wt_ctrl,2,wt_ctrl_2
722,Mean10,220217_slice01_rec01_ctrl_Results.csv,0.6986531986531985,wt_ctrl,2,wt_ctrl_2
723,Mean12,220217_slice01_rec01_ctrl_Results.csv,0.8714285714285714,wt_ctrl,2,wt_ctrl_2
724,Mean13,220217_slice01_rec01_ctrl_Results.csv,1.015952980688497,wt_ctrl,2,wt_ctrl_2
725,Mean15,220217_slice01_rec01_ctrl_Results.csv,0.9319899244332492,wt_ctrl,2,wt_ctrl_2
726,Mean17,220217_slice01_rec01_ctrl_Results.csv,0.7355679702048417,wt_ctrl,2,wt_ctrl_2
727,Mean18,220217_slice01_rec01_ctrl_Results.csv,0.7413647851727043,wt_ctrl,2,wt_ctrl_2
728,Mean19,220217_slice01_rec01_ctrl_Results.csv,0.879265091863517,wt_ctrl,2,wt_ctrl_2
729,Mean2,220217_slice01_rec01_ctrl_Results.csv,0.7112616426756985,wt_ctrl,2,wt_ctrl_2
730,Mean21,220217_slice01_rec01_ctrl_Results.csv,0.6127450980392156,wt_ctrl,2,wt_ctrl_2
731,Mean24,220217_slice01_rec01_ctrl_Results.csv,0.4049844236760124,wt_ctrl,2,wt_ctrl_2
732,Mean3,220217_slice01_rec01_ctrl_Results.csv,0.5253623188405796,wt_ctrl,2,wt_ctrl_2
733,Mean4,220217_slice01_rec01_ctrl_Results.csv,0.8917748917748917,wt_ctrl,2,wt_ctrl_2
734,Mean7,220217_slice01_rec01_ctrl_Results.csv,0.8585858585858586,wt_ctrl,2,wt_ctrl_2
735,Mean8,220217_slice01_rec01_ctrl_Results.csv,0.8114961961115806,wt_ctrl,2,wt_ctrl_2
736,Mean9,220217_slice01_rec01_ctrl_Results.csv,0.8531468531468531,wt_ctrl,2,wt_ctrl_2
787,Mean1,201105_slice03_rec02_Results.csv,0.986842105263158,wt,2,wt_2
788,Mean11,201105_slice03_rec02_Results.csv,0.5487804878048781,wt,2,wt_2
789,Mean14,201105_slice03_rec02_Results.csv,1.2100840336134453,wt,2,wt_2
790,Mean3,201105_slice03_rec02_Results.csv,1.1234396671289877,wt,2,wt_2
791,Mean4,201105_slice03_rec02_Results.csv,1.226769340689874,wt,2,wt_2
792,Mean8,201105_slice03_rec02_Results.csv,1.17003367003367,wt,2,wt_2
793,Mean11,210324_s3r1_Results.csv,1.1950286806883363,wt,2,wt_2
794,Mean13,210324_s3r1_Results.csv,0.9503784693019344,wt,2,wt_2
795,Mean17,210324_s3r1_Results.csv,0.9509459871833994,wt,2,wt_2
796,Mean2,210324_s3r1_Results.csv,0.718232044198895,wt,2,wt_2
797,Mean4,210324_s3r1_Results.csv,1.131386861313869,wt,2,wt_2
798,Mean7,210324_s3r1_Results.csv,1.0864588836062683,wt,2,wt_2
799,Mean8,210324_s3r1_Results.csv,0.8904885150436752,wt,2,wt_2
800,Mean9,210324_s3r1_Results.csv,0.7768361581920904,wt,2,wt_2
801,Mean1,210331_s1r1_Results.csv,1.2030075187969924,wt,2,wt_2
802,Mean12,210331_s1r1_Results.csv,1.1848739495798315,wt,2,wt_2
803,Mean13,210331_s1r1_Results.csv,1.4453781512605042,wt,2,wt_2
804,Mean15,210331_s1r1_Results.csv,0.6487275761368376,wt,2,wt_2
805,Mean4,210331_s1r1_Results.csv,1.0327455919395463,wt,2,wt_2
806,Mean7,210331_s1r1_Results.csv,1.263782866836302,wt,2,wt_2
807,Mean9,210331_s1r1_Results.csv,1.2941176470588234,wt,2,wt_2
808,Mean1,210331_s3r1_Results.csv,1.226890756302521,wt,2,wt_2
809,Mean10,210331_s3r1_Results.csv,0.7171314741035856,wt,2,wt_2
810,Mean12,210331_s3r1_Results.csv,1.3422818791946307,wt,2,wt_2
811,Mean13,210331_s3r1_Results.csv,0.6824146981627296,wt,2,wt_2
812,Mean14,210331_s3r1_Results.csv,1.210350584307179,wt,2,wt_2
813,Mean15,210331_s3r1_Results.csv,0.8952702702702703,wt,2,wt_2
814,Mean2,210331_s3r1_Results.csv,1.3277310924369747,wt,2,wt_2
815,Mean3,210331_s3r1_Results.csv,0.8083028083028083,wt,2,wt_2
816,Mean6,210331_s3r1_Results.csv,0.9395973154362416,wt,2,wt_2
817,Mean7,210331_s3r1_Results.csv,1.379310344827586,wt,2,wt_2
818,Mean8,210331_s3r1_Results.csv,1.311612364243943,wt,2,wt_2
819,Mean9,210331_s3r1_Results.csv,0.6396277222107963,wt,2,wt_2
820,Mean1,210407_s5r1_Results.csv,0.9323413566739606,wt,2,wt_2
821,Mean10,210407_s5r1_Results.csv,0.6428359725632992,wt,2,wt_2
822,Mean11,210407_s5r1_Results.csv,0.8968985750209555,wt,2,wt_2
823,Mean12,210407_s5r1_Results.csv,0.9758929245639204,wt,2,wt_2
824,Mean13,210407_s5r1_Results.csv,0.6545064377682404,wt,2,wt_2
825,Mean18,210407_s5r1_Results.csv,0.6602849994561079,wt,2,wt_2
826,Mean2,210407_s5r1_Results.csv,0.8192090395480225,wt,2,wt_2
827,Mean3,210407_s5r1_Results.csv,1.2817412333736398,wt,2,wt_2
828,Mean7,210407_s5r1_Results.csv,0.9909909909909907,wt,2,wt_2
829,Mean9,210407_s5r1_Results.csv,0.7646356033452807,wt,2,wt_2
830,Mean1,210408_s5r1_Results.csv,0.9345794392523364,wt,2,wt_2
831,Mean16,210408_s5r1_Results.csv,0.684931506849315,wt,2,wt_2
832,Mean18,210408_s5r1_Results.csv,0.8301170616567255,wt,2,wt_2
833,Mean23,210408_s5r1_Results.csv,0.8669527896995707,wt,2,wt_2
834,Mean25,210408_s5r1_Results.csv,1.0869565217391306,wt,2,wt_2
835,Mean29,210408_s5r1_Results.csv,0.8461145194274028,wt,2,wt_2
836,Mean8,210408_s5r1_Results.csv,0.9732384823848238,wt,2,wt_2
887,Mean1,210421_s1r1_Results.csv,0.935672514619883,wt,2,wt_2
888,Mean12,210421_s1r1_Results.csv,0.8849557522123893,wt,2,wt_2
889,Mean2,210421_s1r1_Results.csv,0.8053691275167785,wt,2,wt_2
890,Mean4,210421_s1r1_Results.csv,1.1233108108108107,wt,2,wt_2
891,Mean5,210421_s1r1_Results.csv,0.8694342769772506,wt,2,wt_2
892,Mean6,210421_s1r1_Results.csv,0.6105990783410138,wt,2,wt_2
893,Mean7,210421_s1r1_Results.csv,0.4638174760125979,wt,2,wt_2
894,Mean9,210421_s1r1_Results.csv,0.932475884244373,wt,2,wt_2
895,Mean1,210421_s2r1_Results.csv,0.744149232019852,wt,2,wt_2
896,Mean10,210421_s2r1_Results.csv,1.2279226240538268,wt,2,wt_2
897,Mean12,210421_s2r1_Results.csv,0.8247126436781609,wt,2,wt_2
898,Mean13,210421_s2r1_Results.csv,0.7243170450173144,wt,2,wt_2
899,Mean14,210421_s2r1_Results.csv,0.8434864104967197,wt,2,wt_2
900,Mean15,210421_s2r1_Results.csv,1.1023622047244095,wt,2,wt_2
901,Mean2,210421_s2r1_Results.csv,0.6164383561643836,wt,2,wt_2
902,Mean5,210421_s2r1_Results.csv,1.1813186813186811,wt,2,wt_2
903,Mean6,210421_s2r1_Results.csv,0.8089500860585197,wt,2,wt_2
904,Mean7,210421_s2r1_Results.csv,0.9930371352785146,wt,2,wt_2
905,Mean8,210421_s2r1_Results.csv,0.8163265306122448,wt,2,wt_2
906,Mean9,210421_s2r1_Results.csv,1.0636515912897824,wt,2,wt_2
916,Mean10,210917_slice01_rec01_TTAP2_Results.csv,0.9178986891950786,wt,2,wt_2
917,Mean12,210917_slice01_rec01_TTAP2_Results.csv,1.1621771532597565,wt,2,wt_2
918,Mean2,210917_slice01_rec01_TTAP2_Results.csv,1.0760401721664274,wt,2,wt_2
919,Mean21,210917_slice01_rec01_TTAP2_Results.csv,1.0805687203791468,wt,2,wt_2
920,Mean22,210917_slice01_rec01_TTAP2_Results.csv,1.0596026490066224,wt,2,wt_2
921,Mean29,210917_slice01_rec01_TTAP2_Results.csv,0.9549945115257956,wt,2,wt_2
922,Mean3,210917_slice01_rec01_TTAP2_Results.csv,1.0680202551368196,wt,2,wt_2
923,Mean33,210917_slice01_rec01_TTAP2_Results.csv,1.0655737704918031,wt,2,wt_2
924,Mean36,210917_slice01_rec01_TTAP2_Results.csv,0.95236461651556,wt,2,wt_2
925,Mean4,210917_slice01_rec01_TTAP2_Results.csv,0.8032128514056224,wt,2,wt_2
926,Mean5,210917_slice01_rec01_TTAP2_Results.csv,1.4149780941949617,wt,2,wt_2
927,Mean6,210917_slice01_rec01_TTAP2_Results.csv,0.8452303698896819,wt,2,wt_2
928,Mean9,210917_slice01_rec01_TTAP2_Results.csv,1.3864306784660767,wt,2,wt_2
